Cluster_Original;Descricao_Item;Preco_Pago_Real;Preco_Justo_Estimado;Quantas_Vezes_Mais_Caro;ano;unidade_gestora
17;aquisicao de palete em madeira onde foram acomodadas as baterias do novo nobreak que possui medidas especificas a fim de se adaptar ao layout da sala do cpd onde estao acomodados todos equipamentos de informatica;330.00;86.90;3.80;2020;prrs
17;necessidade de conserto do aparelho de ar condicionado do cpd do predio da procuradoria da republica em foz do iguacu;400.00;105.34;3.80;2018;
6;compra de materiais de consumo para copa conforme oficio circular 312021caprsc;352.04;92.72;3.80;2021;prsc
17;aquisicao de cabos flexiveis para concerto do quadro eletrico do ar condicionado da prm passos;222.42;58.58;3.80;2017;
3;os materiais servirao para controle visual das datas de entradas dos documentos e processos fisicos na assessoria administrativa da secretaria de administracao do mpf;237.50;62.57;3.80;2017;
17;servico de instalacao de compressor;260.00;68.50;3.80;2016;
17;aquisicao de duas helices para condensadoras de aparelhos de arcondicionado das assessorias da prm para substituicao das helicesquebradasa aquisicao e necessaria e urgente tendo em vista que duas helicesde condensadoras dos aparelhos de ar condicionado dasassessorias de gabinete quebraram portanto os aparelhos de arcondicionado nao podem ser utilizados;310.00;81.67;3.80;2019;prsp
9;revelador acido fita matriz 5 pote dappen 5 lubrificante 2 elastico separador anel e mascara com elatico 5;146.45;38.64;3.80;2016;
14;material para recuperacao do piso do gabinete de dra marylucy;290.83;76.75;3.80;2021;prr5 regiao
18;reposicao e troca de material predial;246.05;64.95;3.80;2018;
6;aquisicao de dispenser de alcool gel e de papel assim como de valvula p diepsner de alcool gel para substituicao de itens danificados na prsc;272.95;72.07;3.80;2021;prsc
16;"aquisicao de generos 
evento operacao lava a jato com raquel dodge
";289.08;76.36;3.80;2018;
17;conserto emergencial em aparelho de ar condicionado instalado em gabinete de procurador da republica equipamento com falha na comunicacao entre unidades evaporadora e condensadora;350.00;92.48;3.80;2019;prpr
16;itens para realizacao de manutencoes diversas na sede da prsc;323.57;85.50;3.80;2020;prsc
13;o novo procurador solicitou a confeccao de novos carimbos grandes para realizacao de despachos;275.00;72.72;3.80;2018;
17;materiais para a copa e pilhas para o aparelho de medir temperatura e controles de ar condicionado;333.85;88.54;3.80;2021;prrj
5;detergente multiuso alcool saco para lixo limpa vidros esponja vassoura luva baygon e no ar;147.59;39.20;3.80;2016;
15;extensao do vidro da recepcao e da sala de atendimento para prevencao ao contato com publico externo do covid19;280.50;74.54;3.80;2020;prmg
15;porta emperrada;208.00;55.27;3.80;2021;prrn
5;aquisicao de 10 blocos de orcamento odontologico para o o exercicio de 2018conforme solicitacao do planassiste;230.00;61.12;3.80;2018;
17;aquisicao de fonte de alimentacao para microcomputador material nao disponivel no almoxarifado;390.00;103.66;3.80;2018;
14;cone para sinalizacao 75 cm larbra reflet;348.00;92.52;3.80;2016;
14;evitar o nao atendimento aos setores demandante do material;359.10;95.50;3.80;2017;
9;justificase a necessidade da prestacao de servicos de encanador para desentupir vaso sanitario da assessoria de gabinete bem como regulagem de valvula de hidra;230.00;61.16;3.80;2019;prpr
4;avaliacao psicologica  silas santos alves e luciano santana leiro;300.00;79.79;3.80;2019;prba
16;troca do sifao do mictorio do banheiro de uso do publico externo;189.00;50.27;3.80;2019;prrs
18;material para manutencao predial;228.22;60.71;3.80;2017;
6;aquisicao de material de limpeza e conservacao para a prm;502.20;133.64;3.80;2018;
12;kit para instalacao hidraulica de dois bebedouros cano cola curvas adaptadores sifao fiacao eletrica caixa de tomada etc instalacao sera feita pelo zelador trena de 5 metros com trava uso para o zelador;194.50;51.85;3.80;2020;prmg
2;alcool em gel  covid 19;320.00;85.32;3.80;2020;prrn
7;justificase a necessidade do conserto no aparelho de ar condicionado da sala do cpd da unidade tendo em vista que nao estava fazendo a funcao de refrigeracao bem como recarga de gas o conserto foi realizado para fins de seguranca dos equipamentos de informatica da procuradoria;450.00;120.04;3.70;2020;prpr
12;luva galvanizada 4;134.24;35.81;3.70;2016;
16;aquisicao de materiais hidraulicos;362.75;96.81;3.70;2018;
17;conserto de geladeira da copa principal da prro nao ha contrato para atender a demanda nao ha outro aparelho para reposicao;380.00;101.46;3.70;2018;
7;recarga de extintores;425.00;113.52;3.70;2016;
14;aquisicao de suporte de chao para uso em extintores de incendio da prm;320.00;85.48;3.70;2019;prrj
12;50 metros de tubo espiral 12 material utilizado para acabamento da fiacao;190.00;50.77;3.70;2016;
4;compra de itens de pequeno valor para uso e manutencao da prmmafra;234.75;62.73;3.70;2018;
19;garrafas termicas para reposicao haja vista que algumas ja estavam danificadas pelo tempo e uso;349.60;93.42;3.70;2018;
6;carpina do terreno com retirada do mato em volta da prmcorrente e limpeza de 4 caixas dagua de 1000 litros;330.00;88.19;3.70;2018;
0;necessidade de placa para gabinete de procurador;266.68;71.28;3.70;2020;prr3 regiao
16;para atender ao predio da prrj;355.00;94.89;3.70;2018;
17;revisao completa em todo sistema frost free em refrigerador eletrolux duplex na servico emergencial realizado na geladeira da prm itaperuna que apresentou problemas e nao funcionava;330.00;88.29;3.70;2017;
2;desenvolvimento do trabalho;375.60;100.49;3.70;2019;prmt
16;aquisicao de dois kits mecanismo para caixa acoplada para uso nos banheiros feminino do 1 e 8 andar do edificio sede da prpr;265.00;70.90;3.70;2017;
12;aquisicao de torneira com adaptacao para maquina de lavar cartela de pilha alcalina tamanhomodelo aaa duas fitas veda rosca para uso na prm blumenau;163.60;43.77;3.70;2020;prsc
6;aquisicao de louca para copa;267.72;71.64;3.70;2019;prsc
17;aquisicao de chave contactora p sistema de ar condicionado;195.00;52.32;3.70;2018;
13;copias de chaves pelo segredo 02 09 copias de chaves duplas  02 copias de chaves comuns;166.00;44.56;3.70;2019;prr4 regiao
0;gasolina podium para abastecimento do veiculo oficial do procurador geral da republica;408.05;109.55;3.70;2016;
0;gasolina podium para abastecimento do veiculo oficial do procurador geral da republica;408.00;109.55;3.70;2016;
1;aquisicao de materiais para coffee break para o evento institucional em conjunto com a 2 ccrmpf a realizarse nos dias 17 e 1805 para 35 participantes;280.17;75.24;3.70;2018;
17;execucao de servico de troca de trava eletrica do portao eletronico da garagem da pres;300.00;80.61;3.70;2018;
17;material necessario para servico de eletrica;176.65;47.47;3.70;2019;prrj
17;substituir peca que faz a ligacao da imagem das cftv no monitor dos vigilantes equipamento permite que os vigilantes consigam moniturar as imagens das cameras de vigilancia da prm;319.00;85.83;3.70;2021;prrs
13;itens que a ctic necessita;240.00;64.68;3.70;2020;prr1 regiao
17;o aparelho parou de gelar verificouse vazamento em um cano interno da unidade condensadora;350.00;94.36;3.70;2018;
5;compra para odontologia;492.00;132.68;3.70;2019;pgr
2;aquisicao necessaria para atender demanda da prmsinop visto que nao havia estoque em cuiaba;210.00;56.65;3.70;2020;prmt
17;aquisicao de fonte de alimentacao para cpu pois nao havia o item no almoxarifado;384.00;103.66;3.70;2018;
5;aquisicao de espelhos convexos para instalacao no pavimento garagem visando a prevencao de acidentesem razao do baixo custo dos mesmos e da urgencia no tratamento da demanda foi autorizada sua compra via suprimento de fundos;389.36;105.18;3.70;2019;prse
12;aquisicao de onze lampadas bi pino 127v 20w para uso na portaria;175.00;47.27;3.70;2017;
16;tratase de pecas para reposicao equipamento  filtro;292.90;79.12;3.70;2019;prsc
9;aquisicao de 01 valvula de retencao necessaria ao sistema de esgoto da pgr;385.84;104.41;3.70;2019;pgr
10;20 unidades de lixa 3m massa 1 unidade cola 1 unidade de boia somar 2002 2 unidades de torneira;148.65;40.23;3.70;2016;
11;02 fita brother  tze231 protulo pt;184.30;49.88;3.70;2016;
17;necessidade de troca da bateria da bomba de combutao do sistema de combate a incendio do predio da prm barreiras;330.00;89.40;3.70;2021;prba
5;item em falta necessario para o atendimento odontologico;341.90;92.68;3.70;2019;prrj
1;banners solicitados pelo exmo procurador da republica julio jose araujo junior;165.00;44.76;3.70;2019;prrj
4;para atender despesas de pequeno vulto;250.00;67.83;3.70;2021;prmg
9;aquisicao de dois acionadores e dois embolos para reparo de valvula hydra e dois adaptadores para filtro de agua;268.00;72.75;3.70;2018;
7;reparo de pequeno vulto de aparelho de ar condicionado localizado na recepcao da unidade consistente no conserto das flanges e reposicao de gas nao sendo possivel o seu planejamento;300.00;81.46;3.70;2019;prsp
3;lanche servido em tres oficinas realizadas no parque nacional da serra da canastra;240.98;65.46;3.70;2018;
12;compra de plastico bolha para uso da selog;240.00;65.20;3.70;2020;prpb
15;servico de conserto de porta de vidro temperado com risco de quebra;250.00;67.93;3.70;2018;
1;aquisicao de passagens de balsa e viatura e passageiros para cumprimento de diligencia com procurador da republica e assessoria em viagem ao municipio de gurupa no arquipelago do marajo;160.42;43.61;3.70;2017;
15;conserto e manutecao do portao da garagem da prm niteroi;300.00;81.60;3.70;2021;prrj
15;aquisicao de placa para motor do portao de acesso a prma;278.90;75.88;3.70;2018;
19;urgencia de servicos a serem realizados na rede eletrica como troca de lampadas e reatores;285.71;77.75;3.70;2017;
4;para atender despesas de pequeno vulto;249.21;67.83;3.70;2021;prmg
3;para transporte dos livros da biblioteca da prrs;320.00;87.13;3.70;2021;prrs
2;compra de alcool em gel e liquido para o retorno gradual do trabalho presencial na prmg;350.00;95.33;3.70;2021;prmg
12;aquisicao de espuma para substituicao nos aparelhos de ar condicionado da prrj;202.40;55.14;3.70;2019;prrj
10;materiais utilizados nas obras para inauguracao da prm sao goncalo exceto manta e parafuso que foram utilizados no telhado da prrj;274.90;75.00;3.70;2017;
16;aquisicao de 01 valvula solenoide para manutencao corretiva no sistema de irrigacao da pgr;440.00;120.05;3.70;2020;pgr
17;esgotamento da bateria do grupo gerador instalado na unidade e a necessidade de sua substituicao por outra que foi adquirida da mesma empresa responsavel pela ultima manutencao corretiva do equipamento ocasiao que foi tambem aproveitada para realizar a instalacao da nova bateria;350.00;95.54;3.70;2021;prpi
2;para controle de acesso as pessoas atraves da afericao de temperatura devido a covid19;389.90;106.50;3.70;2020;prba
17;manutencao do portao eletronico da sede para acesso as garagens com inclusao de pecas;280.00;76.52;3.70;2018;
10;4 quatro galoes de tinta acrilica 1 um rolo 1 uma trincha 212 1 uma trincha 3 1 um galao de tinta esmalte material utilizado para demarcacao do estacionamento externo e para pintura dos mastros;282.60;77.24;3.70;2016;
17;considerando que a procuradoria nao conta com rede eletrica estabilizada;478.00;130.70;3.70;2018;
17;reparo em 3 camaras da cftv da prmjalessp;300.00;82.15;3.70;2019;prsp
10;adesivo epoxi sikadur 32 duas latas de 01 kg cada;169.00;46.28;3.70;2017;
19;para repor lampadas que haviam queimado na prm resende;275.48;75.46;3.70;2021;prrj
0;troca de oleo da viatura hilux placa kvo 7098;348.00;95.41;3.60;2019;prrj
6;necessidade de compra de material para manutencao da sede da pres nao constantes em almoxarifado;306.90;84.18;3.60;2021;pres
9;cano entupido;140.00;38.44;3.60;2018;
6;aquisicao de 12 un de coadores de pano pelucia de uso em maquina cafeteira industrial da prr4portal de pedidos n 19247;204.00;56.04;3.60;2019;prr4 regiao
0;abastecimento do veiculo oficial placa iwm0841 s10por necessidade do servico;440.73;121.23;3.60;2021;prr4 regiao
11;compra de fita adesiva dupla face para uso da ascom na afixacao dos paineis de exposicao na ocasiao do evento de inauguracao do predio da prpb;212.52;58.46;3.60;2017;
14;aquisicao de material para a pintura da recepcao da prm;249.62;68.68;3.60;2019;prrj
7;demanda oriunda da prm corumba aparelho purificador de agua marca europa parou de funcionar repentinamente requerendo manutencao imediata sob risco de aumentar o consumo de galoes de agua;440.00;121.08;3.60;2017;
3;pintura do espaco fisico ocupado pela prmpalmeira das missoes junto a justica federal da mesma localidade;260.00;71.59;3.60;2019;prrs
15;colocacao de nova porta de vidro temperado para uma das cabines do banheiro masculino que estilhacou no mes de marco;270.00;74.34;3.60;2019;prrj
16;oito placas de drywall para uso na reforma da sobreloja do predio sede da prpr;261.36;71.97;3.60;2016;
8;100 caixas de arquivo para atender ao arquivo em razao de nao possuirmos esse material no almoxarifado;345.00;95.00;3.60;2021;prrj
9;sifao lavat para pia;184.90;50.96;3.60;2019;prrs
16;oito placas de drywall para uso na reforma da sobreloja do predio sede da prpr;261.00;71.97;3.60;2016;
10;lona para ser utilizada para servico de pintura cobrir os imobiliarios;200.00;55.18;3.60;2017;
3;aquisicao de plastico de identificacao para procedimentos em razao de nao possuirmos no estoque;270.00;74.51;3.60;2018;
16;p manutencao em bebedouros da prsc;334.61;92.43;3.60;2019;prsc
15;servico de manutencao em porta pivotante;200.00;55.27;3.60;2018;
3;a prm nao dispoe de contrato de manutencao predialesse pedido tem como justificativa a necessidade de prover as pessoas de condicoes adequadas de trabalho sobretudo considerando as elevadas temperaturas no interior nessa epoca do ano;360.00;99.51;3.60;2020;prsp
10;6 un servicos de impressao adesivos transparente digital painel certificados prr4;240.00;66.33;3.60;2019;prr4 regiao
3;conforme expediente prmgnbba000012482021;238.10;65.81;3.60;2021;prba
6;necessidade da prmbarra;280.00;77.48;3.60;2019;prmt
3;pagamento de prestacao de servicos de jardinagem carregamento de terra durante a oficina compostagem domestica e horta por capilaridade realizada no dia 170919 na prpr;300.00;83.01;3.60;2019;prpr
17;suprir necessidades de instalacao de novos computadores;327.80;90.78;3.60;2019;prsc
15;"considerando a necessidade urgencia e pertinencia da aquisicao de
insufilme para a porta nova de vidro da prmvilhena";270.00;74.81;3.60;2018;
17;programacao de senhas no pabx para restabelecer as ligacoes externas;280.00;77.60;3.60;2021;prmt
6;materiais eletricos para atender a inauguracao da prmnasao goncalo;328.64;91.11;3.60;2017;
13;aquisicao de baterias e pilhas para utilizacao da assessoria de comunicacao da prpr;270.00;74.85;3.60;2018;
9;aquisicao urgente de 01 mangueira flexivel para a ducha instalada no materninho para banhos das criancas;212.32;58.89;3.60;2019;pgr
14;material para refazer a pintura de paredes e portas nas areas mais visiveis da prmguarabira;315.00;87.41;3.60;2021;prpb
17;necessidade de instalacao de tres fechaduras biometricas para a prmpaulo afonso;359.60;99.83;3.60;2019;prba
19;manutencao eletrica  lampadas fluorescentes;234.40;65.07;3.60;2019;prsc
17;manutencao corretiva na super cerca eletrica;240.00;66.63;3.60;2016;
12;cartucho hp cz105ab 662xl preto 2 unidades;158.00;43.91;3.60;2016;
1;compra de carimbos para o procurador chefe dr marcelo veiga beckhausen e para o procurador chefe substituto dr luiz carlos weber;220.00;61.23;3.60;2020;prr4 regiao
